"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68"
-0.745147705078125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.73614501953125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.71197509765625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.71307373046875,NA,NA,NA,NA,NA,-0.7236328125,NA,NA,NA,-0.621917724609375,NA,-0.68060302734375,NA,-0.75421142578125,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.68756103515625,-0.715362548828125
-0.75299072265625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.699127197265625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.675079345703125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.68975830078125,-0.7216796875,-0.6456298828125,-0.666290283203125,-0.733642578125,-0.683746337890625,-0.74371337890625,-0.682525634765625,-0.668426513671875,-0.6688232421875,-0.73614501953125,NA,-0.660736083984375,NA,-0.7103271484375,NA,NA,NA,NA,NA,NA,NA,-0.661376953125,NA,NA,-0.77490234375
-0.732025146484375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.693389892578125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7093505859375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.739715576171875,NA,NA,-0.665374755859375,NA,NA,-0.725982666015625,NA,NA,NA,NA,NA,NA,NA,-0.703582763671875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.760223388671875
-0.712371826171875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.66241455078125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.777801513671875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.722869873046875,NA,NA,-0.71044921875,NA,NA,-0.613128662109375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.765625
-0.71539306640625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7354736328125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.70709228515625,-0.7279052734375,-0.759735107421875,-0.717254638671875,-0.717254638671875,-0.753387451171875,-0.65130615234375,-0.717254638671875,-0.69476318359375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.76190185546875
-0.7200927734375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.679656982421875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.725372314453125,NA,NA,NA,-0.759918212890625,-0.6329345703125,-0.66845703125,-0.700164794921875,-0.76043701171875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.74810791015625
-0.77020263671875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.751251220703125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.71942138671875,NA,NA,NA,-0.704315185546875,NA,-0.737152099609375,NA,-0.688995361328125,NA,NA,NA,NA,NA,-0.629486083984375,-0.718414306640625,NA,NA,NA,-0.7677001953125
-0.77020263671875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7655029296875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.661285400390625,NA,NA,NA,NA,NA,NA,NA,-0.764434814453125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7232666015625
-0.720245361328125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.701629638671875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.755645751953125,-0.658538818359375,-0.76531982421875,-0.727294921875,-0.715850830078125,NA,NA,NA,NA,NA,NA,NA,NA,-0.6697998046875,NA,-0.692626953125
-0.7628173828125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.697784423828125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.719146728515625,-0.7420654296875,-0.67083740234375,NA,NA,NA,NA,NA,NA,NA,-0.72674560546875
-0.76934814453125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.717559814453125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6829833984375,-0.70458984375,NA,NA,NA,NA,NA,-0.74859619140625
-0.65325927734375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7119140625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.615478515625,-0.6697998046875,NA,NA,NA,-0.730865478515625
-0.76336669921875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.710479736328125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.724395751953125,NA,NA,-0.73162841796875
-0.760345458984375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.723236083984375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7069091796875,NA,-0.77020263671875
-0.72076416015625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.76190185546875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.663299560546875,-0.721588134765625
-0.736083984375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.74273681640625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.74627685546875
